Phases,Image,Enhancement,Focus,Background
6.0,8.0,189.49707872964825,2615.0,13.799685026969566
6.0,9.0,101.02459799782616,1449.6666666666667,14.349640537029018
6.0,10.0,179.47222130019077,2622.6666666666665,14.613217843222174
6.0,11.0,152.73406204013472,2139.5555555555557,14.008371983148942
6.0,12.0,226.4537713615897,2800.0,12.36455451002008
6.0,13.0,187.11098024805528,2462.4444444444443,13.160341745738021
6.0,14.0,184.26995792232947,2573.777777777778,13.967430213787944
6.0,15.0,157.24442617122514,2215.0,14.086349856293555
6.0,16.0,155.9944367177507,2174.777777777778,13.941380369305879
6.0,17.0,169.76252894094176,2202.5555555555557,12.974332847749912
6.0,18.0,168.96474648550628,2198.3333333333335,13.01060356706957
6.0,19.0,157.7080558858283,2025.0,12.8401811094925
6.0,20.0,176.99645218463309,2237.3333333333335,12.6405546875
6.0,21.0,157.33073983597183,2133.222222222222,13.55883932438285
6.0,22.0,148.37739804765837,2039.4444444444443,13.744980511043742
6.0,23.0,133.1108251739739,1786.3333333333333,13.41989527146738
6.0,24.0,126.99334456684399,1656.5555555555557,13.044428125
6.0,0.0,132.00817708012607,1772.2222222222222,13.425094273868519
6.0,1.0,165.75084121572195,2230.4444444444443,13.456610102759951
6.0,2.0,200.61391483541914,2828.8888888888887,14.101159888184574
6.0,3.0,172.7887564955915,2395.777777777778,13.86535690381511
6.0,4.0,112.58698347937838,1555.7777777777778,13.8184515625
6.0,5.0,161.31454323088036,2264.6666666666665,14.03882515059648
6.0,6.0,180.82511610576603,2603.6666666666665,14.398810976810111
6.0,7.0,118.22576016599396,1699.6666666666667,14.37644946651443
6.0,8.0,189.06661105665052,2599.1111111111113,13.747065632505217
6.0,9.0,105.12415462942434,1483.6666666666667,14.113470609079098
6.0,10.0,182.3707453820988,2680.1111111111113,14.69594865939604
6.0,11.0,158.37805139907312,2209.1111111111113,13.948341273278476
6.0,12.0,228.4599751073582,2852.4444444444443,12.485532501279579
6.0,13.0,183.18605532776226,2406.222222222222,13.135400606323083
6.0,14.0,183.64146907536343,2565.5555555555557,13.97045867947557
6.0,15.0,156.25993026814328,2214.222222222222,14.170121658333006
6.0,16.0,154.1690878538934,2182.3333333333335,14.155453364305682
6.0,17.0,171.3446349215729,2265.0,13.218972400488209
6.0,18.0,167.7182108659443,2183.0,13.015879365329344
6.0,19.0,151.34112625396222,1980.6666666666667,13.087431788653097
6.0,20.0,168.55598716528195,2181.3333333333335,12.9412984375
6.0,21.0,148.81999702748433,2050.0,13.775030513012323
6.0,22.0,148.8344175052833,2070.3333333333335,13.910313004448994
6.0,23.0,129.48838998616108,1766.111111111111,13.639146423087523
6.0,24.0,121.83736648268469,1616.0,13.2635828125
