,index,focus_intensity,background_intensity,focus_std,background_std,centre_distance,phase
275,0,1629.2702702702702,13.180526793202006,6.88607583406357,0.00965338011226656,453,5
276,1,2109.4054054054054,13.1780665422992,6.560440962599524,0.009933643399074116,357,5
277,2,2912.0810810810813,12.763404088723066,8.390259960431544,0.009848718608872133,320,5
278,3,2493.0810810810813,12.988572669393623,7.2856141087341095,0.00986327953462121,357,5
279,4,1438.8648648648648,13.229154187133101,5.325238248103851,0.010230638667096401,453,5
280,5,2450.9189189189187,12.998535615875678,9.6818927918405,0.009660765311438179,357,5
281,6,2054.0,12.87978786219172,5.992325259535744,0.01002374802602019,226,5
282,7,1224.3783783783783,13.501236543497235,3.7393826030230723,0.01218777593461554,160,5
283,8,2554.3783783783783,12.1784313012374,13.46012976466945,0.009749309083806694,226,5
284,9,1520.054054054054,13.908151346078146,5.20520416466352,0.011337521882100732,357,5
285,10,2668.4324324324325,13.359426611785244,8.0405782911256,0.010450425649374054,320,5
286,11,2527.6486486486488,12.469369876260076,8.406857979659375,0.009937095763202978,160,5
287,12,2916.6216216216217,11.127768317102808,11.207215623546002,0.00884706094965478,0,5
288,13,2383.5405405405404,11.846115584726762,7.250862732436591,0.00995190097549924,160,5
289,14,2621.7837837837837,12.787585146074724,8.023444021072974,0.009626290344618772,320,5
290,15,2260.0810810810813,13.207324273905082,6.630427501361314,0.010027901289485623,357,5
291,16,2126.7567567567567,12.728962715432406,6.746197739302688,0.010016136772813322,226,5
292,17,1972.162162162162,12.317960687329922,7.5261912790924015,0.009627128425012675,160,5
293,18,2226.6216216216217,12.055741797737426,9.69274889198391,0.009073854030779822,226,5
294,19,2069.0,12.376717896934741,5.906503083090913,0.009470469067942563,357,5
